cellline	Cellcount	location[column]	location[plate]	location[row]	SeedingNumber	Untrt	location[well]	drug	drug[HMSLid]	durg[conc]=uM	readout[time]=h	pert_type	Date
MCF10A	6902	3	2	8	1250	0	H03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	2347	3	2	9	625	0	I03	OSI906	-	0.1	72	trt_cp	20140523_Bati
MCF10A	2905	3	2	10	625	0	J03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	958	3	2	11	312.5	0	K03	OSI906	-	0.1	72	trt_cp	20140523_Bati
MCF10A	585	3	2	12	312.5	0	L03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	203	3	2	13	156.25	0	M03	OSI906	-	0.1	72	trt_cp	20140523_Bati
MCF10A	302	3	2	14	156.25	0	N03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	8723	4	2	3	5000	0	C04	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	2646	4	2	4	5000	0	D04	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	5470	4	2	5	2500	0	E04	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	1055	4	2	6	2500	0	F04	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	4696	4	2	7	1250	0	G04	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	396	4	2	8	1250	0	H04	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	1869	4	2	9	625	0	I04	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	191	4	2	10	625	0	J04	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	838	4	2	11	312.5	0	K04	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	91	4	2	12	312.5	0	L04	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	197	4	2	13	156.25	0	M04	Lapatinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	52	4	2	14	156.25	0	N04	Erlotinib	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	7774	5	2	3	5000	0	C05	OSI906	-	10	72	trt_cp	20140523_Bati
MCF10A	1569	5	2	4	5000	0	D05	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	5095	5	2	5	2500	0	E05	OSI906	-	10	72	trt_cp	20140523_Bati
MCF10A	655	5	2	6	2500	0	F05	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	1730	5	2	7	1250	0	G05	OSI906	-	10	72	trt_cp	20140523_Bati
MCF10A	246	5	2	8	1250	0	H05	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	561	5	2	9	625	0	I05	OSI906	-	10	72	trt_cp	20140523_Bati
MCF10A	130	5	2	10	625	0	J05	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	123	5	2	11	312.5	0	K05	OSI906	-	10	72	trt_cp	20140523_Bati
MCF10A	82	5	2	12	312.5	0	L05	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	63	5	2	13	156.25	0	M05	OSI906	-	10	72	trt_cp	20140523_Bati
MCF10A	35	5	2	14	156.25	0	N05	17-AAG	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	11827	6	2	3	5000	0	C06	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	6872	6	2	4	5000	0	D06	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	10669	6	2	5	2500	0	E06	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	3831	6	2	6	2500	0	F06	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	6757	6	2	7	1250	0	G06	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	916	6	2	8	1250	0	H06	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	3460	6	2	9	625	0	I06	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	277	6	2	10	625	0	J06	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	1019	6	2	11	312.5	0	K06	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	164	6	2	12	312.5	0	L06	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	283	6	2	13	156.25	0	M06	Erlotinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	61	6	2	14	156.25	0	N06	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	2270	7	2	3	5000	0	C07	Erlotinib	-	20	72	trt_cp	20140523_Bati
MCF10A	11954	7	2	4	5000	0	D07	OSI906	-	0.01	72	trt_cp	20140523_Bati
MCF10A	1014	7	2	5	2500	0	E07	Erlotinib	-	20	72	trt_cp	20140523_Bati
MCF10A	11048	7	2	6	2500	0	F07	OSI906	-	0.01	72	trt_cp	20140523_Bati
MCF10A	309	7	2	7	1250	0	G07	Erlotinib	-	20	72	trt_cp	20140523_Bati
MCF10A	6398	7	2	8	1250	0	H07	OSI906	-	0.01	72	trt_cp	20140523_Bati
MCF10A	247	7	2	9	625	0	I07	Erlotinib	-	20	72	trt_cp	20140523_Bati
MCF10A	3567	7	2	10	625	0	J07	OSI906	-	0.01	72	trt_cp	20140523_Bati
MCF10A	120	7	2	11	312.5	0	K07	Erlotinib	-	20	72	trt_cp	20140523_Bati
MCF10A	706	7	2	12	312.5	0	L07	OSI906	-	0.01	72	trt_cp	20140523_Bati
MCF10A	83	7	2	13	156.25	0	M07	Erlotinib	-	20	72	trt_cp	20140523_Bati
MCF10A	382	7	2	14	156.25	0	N07	OSI906	-	0.01	72	trt_cp	20140523_Bati
MCF10A	2766	8	2	3	5000	0	C08	Erlotinib	-	1	72	trt_cp	20140523_Bati
MCF10A	11813	8	2	4	5000	0	D08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	1139	8	2	5	2500	0	E08	Erlotinib	-	1	72	trt_cp	20140523_Bati
MCF10A	10473	8	2	6	2500	0	F08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	871	8	2	7	1250	0	G08	Erlotinib	-	1	72	trt_cp	20140523_Bati
MCF10A	7659	8	2	8	1250	0	H08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	373	8	2	9	625	0	I08	Erlotinib	-	1	72	trt_cp	20140523_Bati
MCF10A	3012	8	2	10	625	0	J08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	132	8	2	11	312.5	0	K08	Erlotinib	-	1	72	trt_cp	20140523_Bati
MCF10A	927	8	2	12	312.5	0	L08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	65	8	2	13	156.25	0	M08	Erlotinib	-	1	72	trt_cp	20140523_Bati
MCF10A	287	8	2	14	156.25	0	N08	OSI906	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	11835	9	2	3	5000	0	C09	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
MCF10A	11673	9	2	4	5000	0	D09	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	10844	9	2	5	2500	0	E09	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
MCF10A	11060	9	2	6	2500	0	F09	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	7043	9	2	7	1250	0	G09	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
MCF10A	6478	9	2	8	1250	0	H09	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	3178	9	2	9	625	0	I09	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
MCF10A	3077	9	2	10	625	0	J09	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	1069	9	2	11	312.5	0	K09	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
MCF10A	1482	9	2	12	312.5	0	L09	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	114	9	2	13	156.25	0	M09	17-AAG	-	0.0031623	72	trt_cp	20140523_Bati
MCF10A	392	9	2	14	156.25	0	N09	Lapatinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	4945	10	2	4	5000	0	D10	17-AAG	-	0.031623	72	trt_cp	20140523_Bati
MCF10A	1548	10	2	6	2500	0	F10	17-AAG	-	0.031623	72	trt_cp	20140523_Bati
MCF10A	407	10	2	8	1250	0	H10	17-AAG	-	0.031623	72	trt_cp	20140523_Bati
MCF10A	172	10	2	10	625	0	J10	17-AAG	-	0.031623	72	trt_cp	20140523_Bati
MCF10A	75	10	2	12	312.5	0	L10	17-AAG	-	0.031623	72	trt_cp	20140523_Bati
MCF10A	52	10	2	14	156.25	0	N10	17-AAG	-	0.031623	72	trt_cp	20140523_Bati
MCF10A	11851	10	2	3	5000	0	C10	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10620	10	2	5	2500	0	E10	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	6656	10	2	7	1250	0	G10	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	3858	10	2	9	625	0	I10	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	1309	10	2	11	312.5	0	K10	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	484	10	2	13	156.25	0	M10	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	9952	11	2	3	5000	0	C11	OSI906	-	1	72	trt_cp	20140523_Bati
MCF10A	11322	11	2	4	5000	0	D11	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	7677	11	2	5	2500	0	E11	OSI906	-	1	72	trt_cp	20140523_Bati
MCF10A	10678	11	2	6	2500	0	F11	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	5443	11	2	7	1250	0	G11	OSI906	-	1	72	trt_cp	20140523_Bati
MCF10A	7562	11	2	8	1250	0	H11	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	2019	11	2	9	625	0	I11	OSI906	-	1	72	trt_cp	20140523_Bati
MCF10A	3981	11	2	10	625	0	J11	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	475	11	2	11	312.5	0	K11	OSI906	-	1	72	trt_cp	20140523_Bati
MCF10A	1224	11	2	12	312.5	0	L11	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	177	11	2	13	156.25	0	M11	OSI906	-	1	72	trt_cp	20140523_Bati
MCF10A	291	11	2	14	156.25	0	N11	Lapatinib	-	0.1	72	trt_cp	20140523_Bati
MCF10A	12202	12	2	3	5000	0	C12	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	8845	12	2	4	5000	0	D12	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	11757	12	2	5	2500	0	E12	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	5848	12	2	6	2500	0	F12	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	7246	12	2	7	1250	0	G12	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	3367	12	2	8	1250	0	H12	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	3175	12	2	9	625	0	I12	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	1836	12	2	10	625	0	J12	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	1626	12	2	11	312.5	0	K12	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	891	12	2	12	312.5	0	L12	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	584	12	2	13	156.25	0	M12	Erlotinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	349	12	2	14	156.25	0	N12	Erlotinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	7944	13	2	3	5000	0	C13	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	11686	13	2	4	5000	0	D13	OSI906	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	9858	13	2	5	2500	0	E13	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	10430	13	2	6	2500	0	F13	OSI906	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	7592	13	2	7	1250	0	G13	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	7109	13	2	8	1250	0	H13	OSI906	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	3581	13	2	9	625	0	I13	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	2840	13	2	10	625	0	J13	OSI906	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	1485	13	2	11	312.5	0	K13	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	1415	13	2	12	312.5	0	L13	OSI906	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	775	13	2	13	156.25	0	M13	Lapatinib	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	387	13	2	14	156.25	0	N13	OSI906	-	0.31623	72	trt_cp	20140523_Bati
MCF10A	11967	14	2	3	5000	0	C14	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
MCF10A	11875	14	2	4	5000	0	D14	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
MCF10A	10657	14	2	5	2500	0	E14	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
MCF10A	10978	14	2	6	2500	0	F14	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
MCF10A	7165	14	2	7	1250	0	G14	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
MCF10A	6654	14	2	8	1250	0	H14	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
MCF10A	3587	14	2	9	625	0	I14	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
MCF10A	3267	14	2	10	625	0	J14	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
MCF10A	1737	14	2	11	312.5	0	K14	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
MCF10A	911	14	2	12	312.5	0	L14	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
MCF10A	452	14	2	13	156.25	0	M14	17-AAG	-	0.0001	72	trt_cp	20140523_Bati
MCF10A	448	14	2	14	156.25	0	N14	Lapatinib	-	0.0016667	72	trt_cp	20140523_Bati
MCF10A	11339	15	2	4	5000	0	D15	17-AAG	-	0.01	72	trt_cp	20140523_Bati
MCF10A	9968	15	2	6	2500	0	F15	17-AAG	-	0.01	72	trt_cp	20140523_Bati
MCF10A	5083	15	2	8	1250	0	H15	17-AAG	-	0.01	72	trt_cp	20140523_Bati
MCF10A	1804	15	2	10	625	0	J15	17-AAG	-	0.01	72	trt_cp	20140523_Bati
MCF10A	212	15	2	12	312.5	0	L15	17-AAG	-	0.01	72	trt_cp	20140523_Bati
MCF10A	44	15	2	14	156.25	0	N15	17-AAG	-	0.01	72	trt_cp	20140523_Bati
MCF10A	11978	15	2	3	5000	0	C15	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10306	15	2	5	2500	0	E15	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	7643	15	2	7	1250	0	G15	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	3539	15	2	9	625	0	I15	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	1539	15	2	11	312.5	0	K15	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	438	15	2	13	156.25	0	M15	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	11721	16	2	3	5000	0	C16	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
MCF10A	11910	16	2	4	5000	0	D16	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	10551	16	2	5	2500	0	E16	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
MCF10A	10950	16	2	6	2500	0	F16	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	7276	16	2	7	1250	0	G16	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
MCF10A	7328	16	2	8	1250	0	H16	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	3325	16	2	9	625	0	I16	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
MCF10A	2996	16	2	10	625	0	J16	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	1361	16	2	11	312.5	0	K16	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
MCF10A	1121	16	2	12	312.5	0	L16	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	294	16	2	13	156.25	0	M16	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
MCF10A	542	16	2	14	156.25	0	N16	Lapatinib	-	0.031667	72	trt_cp	20140523_Bati
MCF10A	2570	17	2	3	5000	0	C17	Erlotinib	-	10	72	trt_cp	20140523_Bati
MCF10A	12083	17	2	4	5000	0	D17	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	965	17	2	5	2500	0	E17	Erlotinib	-	10	72	trt_cp	20140523_Bati
MCF10A	10887	17	2	6	2500	0	F17	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	441	17	2	7	1250	0	G17	Erlotinib	-	10	72	trt_cp	20140523_Bati
MCF10A	8230	17	2	8	1250	0	H17	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	230	17	2	9	625	0	I17	Erlotinib	-	10	72	trt_cp	20140523_Bati
MCF10A	3000	17	2	10	625	0	J17	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	125	17	2	11	312.5	0	K17	Erlotinib	-	10	72	trt_cp	20140523_Bati
MCF10A	1351	17	2	12	312.5	0	L17	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	56	17	2	13	156.25	0	M17	Erlotinib	-	10	72	trt_cp	20140523_Bati
MCF10A	441	17	2	14	156.25	0	N17	Lapatinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	11861	18	2	3	5000	0	C18	17-AAG	-	0.001	72	trt_cp	20140523_Bati
MCF10A	1414	18	2	4	5000	0	D18	17-AAG	-	0.1	72	trt_cp	20140523_Bati
MCF10A	10702	18	2	5	2500	0	E18	17-AAG	-	0.001	72	trt_cp	20140523_Bati
MCF10A	623	18	2	6	2500	0	F18	17-AAG	-	0.1	72	trt_cp	20140523_Bati
MCF10A	6051	18	2	7	1250	0	G18	17-AAG	-	0.001	72	trt_cp	20140523_Bati
MCF10A	239	18	2	8	1250	0	H18	17-AAG	-	0.1	72	trt_cp	20140523_Bati
MCF10A	3519	18	2	9	625	0	I18	17-AAG	-	0.001	72	trt_cp	20140523_Bati
MCF10A	167	18	2	10	625	0	J18	17-AAG	-	0.1	72	trt_cp	20140523_Bati
MCF10A	1367	18	2	11	312.5	0	K18	17-AAG	-	0.001	72	trt_cp	20140523_Bati
MCF10A	65	18	2	12	312.5	0	L18	17-AAG	-	0.1	72	trt_cp	20140523_Bati
MCF10A	467	18	2	13	156.25	0	M18	17-AAG	-	0.001	72	trt_cp	20140523_Bati
MCF10A	27	18	2	14	156.25	0	N18	17-AAG	-	0.1	72	trt_cp	20140523_Bati
MCF10A	2371	19	2	3	5000	0	C19	Lapatinib	-	10	72	trt_cp	20140523_Bati
MCF10A	12219	19	2	4	5000	0	D19	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	780	19	2	5	2500	0	E19	Lapatinib	-	10	72	trt_cp	20140523_Bati
MCF10A	11132	19	2	6	2500	0	F19	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	254	19	2	7	1250	0	G19	Lapatinib	-	10	72	trt_cp	20140523_Bati
MCF10A	7058	19	2	8	1250	0	H19	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	134	19	2	9	625	0	I19	Lapatinib	-	10	72	trt_cp	20140523_Bati
MCF10A	2860	19	2	10	625	0	J19	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	47	19	2	11	312.5	0	K19	Lapatinib	-	10	72	trt_cp	20140523_Bati
MCF10A	1424	19	2	12	312.5	0	L19	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	37	19	2	13	156.25	0	M19	Lapatinib	-	10	72	trt_cp	20140523_Bati
MCF10A	280	19	2	14	156.25	0	N19	OSI906	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	8585	20	2	4	5000	0	D20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	5673	20	2	6	2500	0	F20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	2410	20	2	8	1250	0	H20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	855	20	2	10	625	0	J20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	275	20	2	12	312.5	0	L20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	99	20	2	14	156.25	0	N20	OSI906	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	12014	20	2	3	5000	0	C20	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10932	20	2	5	2500	0	E20	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	8923	20	2	7	1250	0	G20	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	3100	20	2	9	625	0	I20	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	871	20	2	11	312.5	0	K20	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	184	20	2	13	156.25	0	M20	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	11731	21	2	4	5000	0	D21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	10942	21	2	6	2500	0	F21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	8350	21	2	8	1250	0	H21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	3153	21	2	10	625	0	J21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	745	21	2	12	312.5	0	L21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	424	21	2	14	156.25	0	N21	Erlotinib	-	0.0033333	72	trt_cp	20140523_Bati
MCF10A	11955	21	2	3	5000	0	C21	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10590	21	2	5	2500	0	E21	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	7037	21	2	7	1250	0	G21	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	3120	21	2	9	625	0	I21	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	1077	21	2	11	312.5	0	K21	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	187	21	2	13	156.25	0	M21	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	12221	22	2	3	5000	0	C22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
MCF10A	11027	22	2	4	5000	0	D22	Lapatinib	-	1	72	trt_cp	20140523_Bati
MCF10A	10500	22	2	5	2500	0	E22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
MCF10A	10476	22	2	6	2500	0	F22	Lapatinib	-	1	72	trt_cp	20140523_Bati
MCF10A	6560	22	2	7	1250	0	G22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
MCF10A	4745	22	2	8	1250	0	H22	Lapatinib	-	1	72	trt_cp	20140523_Bati
MCF10A	3107	22	2	9	625	0	I22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
MCF10A	2118	22	2	10	625	0	J22	Lapatinib	-	1	72	trt_cp	20140523_Bati
MCF10A	856	22	2	11	312.5	0	K22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
MCF10A	930	22	2	12	312.5	0	L22	Lapatinib	-	1	72	trt_cp	20140523_Bati
MCF10A	245	22	2	13	156.25	0	M22	17-AAG	-	6.67E-05	72	trt_cp	20140523_Bati
MCF10A	220	22	2	14	156.25	0	N22	Lapatinib	-	1	72	trt_cp	20140523_Bati
MCF10A	12133	23	2	3	5000	0	C23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	11779	23	2	4	5000	0	D23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10817	23	2	5	2500	0	E23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10913	23	2	6	2500	0	F23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	5929	23	2	7	1250	0	G23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	5939	23	2	8	1250	0	H23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	3032	23	2	9	625	0	I23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	3176	23	2	10	625	0	J23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	626	23	2	11	312.5	0	K23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	1058	23	2	12	312.5	0	L23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	434	23	2	13	156.25	0	M23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	207	23	2	14	156.25	0	N23	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	11189	2	3	3	5000	0	C02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	11255	2	3	4	5000	0	D02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10468	2	3	5	2500	0	E02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	10495	2	3	6	2500	0	F02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	7117	2	3	7	1250	0	G02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	7119	2	3	8	1250	0	H02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	3195	2	3	9	625	0	I02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	2564	2	3	10	625	0	J02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	621	2	3	11	312.5	0	K02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	798	2	3	12	312.5	0	L02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	126	2	3	13	156.25	0	M02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	233	2	3	14	156.25	0	N02	-	-	0	72	ctl_vehicle	20140523_Bati
MCF10A	11653	3	3	3	5000	0	C03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	7232	3	3	4	5000	0	D03	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	10530	3	3	5	2500	0	E03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	4358	3	3	6	2500	0	F03	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	7185	3	3	7	1250	0	G03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	1380	3	3	8	1250	0	H03	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	3301	3	3	9	625	0	I03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	446	3	3	10	625	0	J03	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	644	3	3	11	312.5	0	K03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	110	3	3	12	312.5	0	L03	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	139	3	3	13	156.25	0	M03	Erlotinib	-	0.01	72	trt_cp	20140523_Bati
MCF10A	29	3	3	14	156.25	0	N03	OSI906	-	20	72	trt_cp	20140523_Bati
MCF10A	11195	4	3	3	5000	0	C04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
MCF10A	8765	4	3	4	5000	0	D04	OSI906	-	3.1623	72	trt_cp	20140523_Bati
MCF10A	10664	4	3	5	2500	0	E04	17-AAG	-	0.0003	72	trt_cp	20140523_Bati
